epochs,KL_mean
1,0.5218767216432523
2,0.03922124979146878
3,0.04668453191560855
4,0.02760122825515962
5,0.08561438554194842
6,0.06610778951757953
7,0.10587139716907475
8,0.09983998574164683
9,0.04702549056092172
10,0.03203515442197707
11,0.04701917111248369
12,0.19657463250896953
