N,lr,sr,set_n,KL,entropy
400,0.85,1.2,5,1.9308734898252429,5.063341857766615
400,0.85,1.2,5,1.0381124781792983,4.890646061628315
400,0.85,1.2,5,1.7772593160969046,4.99583292147728
400,0.85,1.2,5,0.7607117284283385,4.8180431487427775
400,0.85,1.2,5,1.0934528313165512,4.9209496158344574
400,0.85,1.2,5,0.21571748968809645,4.711242920024528
400,0.85,1.2,5,0.6726154932309913,4.774074373831681
400,0.85,1.2,5,1.3473640400295859,4.936985328372594
400,0.85,1.2,5,0.30652321531422255,4.672158116845057
400,0.85,1.2,5,0.36125905888833676,4.795113970707963
400,0.85,1.2,5,0.16201363031782678,4.660239248856543
400,0.85,1.2,5,1.1987794465463102,4.936714810516328
400,0.85,1.2,5,0.7280936608383686,4.924903576823291
400,0.85,1.2,5,0.645505656620262,4.76889300484623
400,0.85,1.2,5,0.47230749673248595,4.757863399829872
400,0.85,1.2,5,0.06324636475602974,4.557375689792
400,0.85,1.2,5,0.27072958817328663,4.732965759316963
400,0.85,1.2,5,0.5746951180572332,4.780928876498134
400,0.85,1.2,5,1.2337390439940865,4.942602710334501
400,0.85,1.2,5,0.44893114638871523,4.734170749105253
400,0.85,1.2,5,1.7148655857897164,4.976659983536537
400,0.85,1.2,5,3.4390020343087864,5.076478732398759
400,0.85,1.2,5,0.4276619795831975,4.832956971280762
400,0.85,1.2,5,0.9070214568336852,4.877934174847956
400,0.85,1.2,5,1.4662521699567705,4.941001955567011
400,0.85,1.2,5,1.0375680988151421,4.841015974413832
400,0.85,1.2,5,1.365497162447413,4.928288710621651
400,0.85,1.2,5,0.6942820189330229,4.9267369591390535
400,0.85,1.2,5,0.5131365101561994,4.7023419928728405
400,0.85,1.2,5,0.9401427079375507,4.85412782727073
400,0.85,1.2,5,1.9099661734707059,5.03620649418855
400,0.85,1.2,5,0.12571040916599308,4.659002430963069
400,0.85,1.2,5,3.0243352574674236,5.0079858958858585
400,0.85,1.2,5,0.35733652902202556,4.761006605731954
400,0.85,1.2,5,1.0997419126903454,4.836024863294393
400,0.85,1.2,5,2.0353623052579644,5.071567641136056
400,0.85,1.2,5,2.3013351515280585,5.071575726790147
400,0.85,1.2,5,1.6283834246410624,4.934371457388316
400,0.85,1.2,5,1.415084603905224,4.952331391188713
400,0.85,1.2,5,0.859051872550288,4.829435999638493
400,0.85,1.2,5,0.18791977925666736,4.685547444885037
400,0.85,1.2,5,0.3757835218263684,4.7871170676376344
400,0.85,1.2,5,0.013027259573375,4.587755299793741
400,0.85,1.2,5,0.44265892576880356,4.837948316310497
400,0.85,1.2,5,0.4779421910571822,4.764620590305748
400,0.85,1.2,5,2.388310318848198,5.057020146498795
400,0.85,1.2,5,0.275154054085775,4.710144081924479
400,0.85,1.2,5,0.6829170249112269,4.798666367214265
400,0.85,1.2,5,1.0238839174318324,4.903189507760561
400,0.85,1.2,5,0.13735415927014588,4.654290385729115
400,0.85,1.2,5,1.8309276596489452,5.016942114540754
400,0.85,1.2,5,0.33326340966021983,4.694584098798275
