N,lr,sr,set_n,KL,entropy
400,0.88,0.8,6,0.29553095964461873,4.747911967514806
400,0.88,0.8,6,2.044223512099834,4.917919963731729
400,0.88,0.8,6,1.6498929705598138,4.926506489067714
400,0.88,0.8,6,1.4385128630856343,4.835209194044918
400,0.88,0.8,6,0.08076018933448469,4.6501712404035365
400,0.88,0.8,6,0.09645853399881409,4.590326000160288
400,0.88,0.9,7,0.2048137447776031,4.712761750570532
400,0.88,0.9,7,1.633885741603064,4.925349793821235
400,0.88,0.9,7,0.8300187313823675,4.876842365307994
400,0.88,0.9,7,0.7355541361469771,4.913615104624717
400,0.88,0.9,7,0.20432993951769102,4.756266046907197
400,0.88,0.9,7,1.2587750134943674,4.859957098895045
400,0.88,0.9,7,0.41358518020599333,4.8448911226085425
400,0.88,0.9,7,0.7166508481115502,4.8376136130945415
400,0.88,0.9,7,0.5482178477358892,4.743757271830094
400,0.88,0.9,7,0.2911760604187978,4.624055716578382
400,0.88,1.0,8,1.2199314622018913,4.9103878557637834
400,0.88,1.0,8,0.18617140444811348,4.6794223599634925
400,0.88,1.0,8,0.0027058138778577427,4.581315723773933
400,0.88,1.0,8,0.3534491278111194,4.684650670206006
400,0.88,1.0,8,1.257054290987875,4.894594779139098
400,0.88,1.0,8,1.1959171208175832,4.8937309837135246
400,0.88,1.0,8,0.2539543636295107,4.742950743953573
400,0.88,1.0,8,0.9973530622930964,4.912437890379643
400,0.88,1.0,8,0.272974916134043,4.717439519434487
400,0.88,1.0,8,1.4547204672175673,4.972322189287449
400,0.88,1.1,9,1.010644964077786,4.937177725431723
400,0.88,1.1,9,0.34581872336825215,4.763097599337451
400,0.88,1.1,9,0.895147941867998,4.872692710821813
400,0.88,1.1,9,1.0791235128714614,4.828635904328305
400,0.88,1.1,9,0.715660511583645,4.864264000263095
400,0.88,1.1,9,0.30123908050139603,4.700669589523528
400,0.88,1.1,9,1.6554795413367482,5.00623146620414
